variant,bs,dx,dy,n,k,kernel_name,kernel_name_full,total_time_ms,avg_time_ms,instances,time_percent
TurboFNO_2D_A,32,128,128,128,32,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",2.512718,0.4187863,6,22.0
TurboFNO_2D_A,32,128,128,128,32,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",1.894675,0.31577920000000004,6,16.6
TurboFNO_2D_A,32,128,128,128,32,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",1.032569,0.1720948,6,9.0
TurboFNO_2D_A,32,128,128,128,32,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",0.468636,0.078106,6,4.1
TurboFNO_2D_A,32,128,128,128,64,ifft_7_stride,"ifft_7_stride(float2 *, float2 *, int, int, int, int)",5.535062,0.9225103,6,37.5
TurboFNO_2D_A,32,128,128,128,64,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",4.472351,0.7453918,6,30.3
TurboFNO_2D_A,32,128,128,128,64,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",1.982483,0.3304138,6,13.4
TurboFNO_2D_A,32,128,128,128,64,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",1.892755,0.3154592,6,12.8
TurboFNO_2D_A,32,128,128,128,64,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",0.897114,0.149519,6,6.1
TurboFNO_2D_A,32,128,128,128,128,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",8.642241,1.4403735,6,39.7
TurboFNO_2D_A,32,128,128,128,128,ifft_7_stride,"ifft_7_stride(float2 *, float2 *, int, int, int, int)",5.54988,0.92498,6,25.5
TurboFNO_2D_A,32,128,128,128,128,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",3.889699,0.6482832,6,17.9
TurboFNO_2D_A,32,128,128,128,128,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",1.88821,0.31470170000000003,6,8.7
TurboFNO_2D_A,32,128,128,128,128,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",1.776531,0.2960885,6,8.2
TurboFNO_2D_A,32,128,128,128,256,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",16.678696,2.7797827,6,47.5
TurboFNO_2D_A,32,128,128,128,256,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",7.50129,1.250215,6,21.4
TurboFNO_2D_A,32,128,128,128,256,ifft_7_stride,"ifft_7_stride(float2 *, float2 *, int, int, int, int)",5.546937,0.9244895,6,15.8
TurboFNO_2D_A,32,128,128,128,256,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",3.477479,0.5795798000000001,6,9.9
TurboFNO_2D_A,32,128,128,128,256,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",1.883763,0.3139605,6,5.4
TurboFNO_2D_A,32,128,128,128,512,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",25.968391,4.3280652,6,48.3
TurboFNO_2D_A,32,128,128,128,512,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",14.305499,2.3842497999999996,6,26.6
TurboFNO_2D_A,32,128,128,128,512,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",7.072332,1.178722,6,13.2
TurboFNO_2D_A,32,128,128,128,512,ifft_7_stride,"ifft_7_stride(float2 *, float2 *, int, int, int, int)",4.509216,0.751536,6,8.4
TurboFNO_2D_A,32,128,128,128,512,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",1.868724,0.311454,6,3.5
TurboFNO_2D_A,32,128,256,64,16,ifft_7_stride,"ifft_7_stride(float2 *, float2 *, int, int, int, int)",5.546712,0.924452,6,58.8
TurboFNO_2D_A,32,128,256,64,16,ifft_8_stride,"ifft_8_stride_DY(float2 *, float2 *, int, int)",1.614899,0.2691498,6,17.1
TurboFNO_2D_A,32,128,256,64,16,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",1.03081,0.1718017,6,10.9
TurboFNO_2D_A,32,128,256,64,16,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",0.803162,0.1338603,6,8.5
TurboFNO_2D_A,32,128,256,64,16,fft_8_stride,"fft_8_stride_DY(float2 *, float2 *, int, int)",0.443773,0.07396219999999999,6,4.7
TurboFNO_2D_A,32,128,256,64,32,ifft_7_stride,"ifft_7_stride(float2 *, float2 *, int, int, int, int)",5.537114,0.9228523000000001,6,49.2
TurboFNO_2D_A,32,128,256,64,32,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",1.985009,0.3308348,6,17.6
TurboFNO_2D_A,32,128,256,64,32,ifft_8_stride,"ifft_8_stride_DY(float2 *, float2 *, int, int)",1.613622,0.268937,6,14.3
TurboFNO_2D_A,32,128,256,64,32,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",1.286039,0.2143398,6,11.4
TurboFNO_2D_A,32,128,256,64,32,fft_8_stride,"fft_8_stride_DY(float2 *, float2 *, int, int)",0.833244,0.138874,6,7.4
TurboFNO_2D_A,32,128,256,64,64,ifft_7_stride,"ifft_7_stride(float2 *, float2 *, int, int, int, int)",5.539994,0.9233323,6,37.0
TurboFNO_2D_A,32,128,256,64,64,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",3.885859,0.6476432,6,25.9
TurboFNO_2D_A,32,128,256,64,64,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",2.30811,0.384685,6,15.4
TurboFNO_2D_A,32,128,256,64,64,fft_8_stride,"fft_8_stride_DY(float2 *, float2 *, int, int)",1.627636,0.27127270000000003,6,10.9
TurboFNO_2D_A,32,128,256,64,64,ifft_8_stride,"ifft_8_stride_DY(float2 *, float2 *, int, int)",1.615092,0.269182,6,10.8
TurboFNO_2D_A,32,128,256,64,128,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",7.486154,1.2476923,6,33.7
TurboFNO_2D_A,32,128,256,64,128,ifft_7_stride,"ifft_7_stride(float2 *, float2 *, int, int, int, int)",5.540152,0.9233587,6,24.9
TurboFNO_2D_A,32,128,256,64,128,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",4.387008,0.731168,6,19.7
TurboFNO_2D_A,32,128,256,64,128,fft_8_stride,"fft_8_stride_DY(float2 *, float2 *, int, int)",3.208743,0.5347905,6,14.4
TurboFNO_2D_A,32,128,256,64,128,ifft_8_stride,"ifft_8_stride_DY(float2 *, float2 *, int, int)",1.610484,0.268414,6,7.2
TurboFNO_2D_A,32,128,256,64,256,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",14.307704,2.3846173,6,43.4
TurboFNO_2D_A,32,128,256,64,256,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",6.734769,1.1224615,6,20.4
TurboFNO_2D_A,32,128,256,64,256,fft_8_stride,"fft_8_stride_DY(float2 *, float2 *, int, int)",5.816181,0.9693635,6,17.6
TurboFNO_2D_A,32,128,256,64,256,ifft_7_stride,"ifft_7_stride(float2 *, float2 *, int, int, int, int)",4.515263,0.7525438000000001,6,13.7
TurboFNO_2D_A,32,128,256,64,256,ifft_8_stride,"ifft_8_stride_DY(float2 *, float2 *, int, int)",1.602357,0.2670595,6,4.9
TurboFNO_2D_A,32,128,256,64,512,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",30.427084,5.0711807,6,49.7
TurboFNO_2D_A,32,128,256,64,512,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",13.22554,2.2042567,6,21.6
TurboFNO_2D_A,32,128,256,64,512,fft_8_stride,"fft_8_stride_DY(float2 *, float2 *, int, int)",11.462286,1.910381,6,18.7
TurboFNO_2D_A,32,128,256,64,512,ifft_7_stride,"ifft_7_stride(float2 *, float2 *, int, int, int, int)",4.553217,0.7588695,6,7.4
TurboFNO_2D_A,32,128,256,64,512,ifft_8_stride,"ifft_8_stride_DY(float2 *, float2 *, int, int)",1.609877,0.26831279999999996,6,2.6
TurboFNO_2D_A,32,128,256,128,16,ifft_7_stride,"ifft_7_stride(float2 *, float2 *, int, int, int, int)",8.666085,1.4443475,6,59.4
TurboFNO_2D_A,32,128,256,128,16,ifft_8_stride,"ifft_8_stride_DY(float2 *, float2 *, int, int)",3.242185,0.5403642,6,22.2
TurboFNO_2D_A,32,128,256,128,16,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",1.345399,0.22423320000000002,6,9.2
TurboFNO_2D_A,32,128,256,128,16,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",0.934521,0.1557535,6,6.4
TurboFNO_2D_A,32,128,256,128,16,fft_8_stride,"fft_8_stride_DY(float2 *, float2 *, int, int)",0.412544,0.06875730000000001,6,2.8
TurboFNO_2D_A,32,128,256,128,32,ifft_7_stride,"ifft_7_stride(float2 *, float2 *, int, int, int, int)",10.536023,1.7560038,6,55.2
TurboFNO_2D_A,32,128,256,128,32,ifft_8_stride,"ifft_8_stride_DY(float2 *, float2 *, int, int)",3.217034,0.5361723,6,16.9
TurboFNO_2D_A,32,128,256,128,32,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",2.51448,0.41908,6,13.2
TurboFNO_2D_A,32,128,256,128,32,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",1.975314,0.329219,6,10.4
TurboFNO_2D_A,32,128,256,128,32,fft_8_stride,"fft_8_stride_DY(float2 *, float2 *, int, int)",0.830107,0.1383512,6,4.4
TurboFNO_2D_A,32,128,256,128,64,ifft_7_stride,"ifft_7_stride(float2 *, float2 *, int, int, int, int)",10.565943,1.7609905,6,44.5
TurboFNO_2D_A,32,128,256,128,64,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",4.486016,0.7476693000000001,6,18.9
TurboFNO_2D_A,32,128,256,128,64,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",3.868773,0.6447955,6,16.3
TurboFNO_2D_A,32,128,256,128,64,ifft_8_stride,"ifft_8_stride_DY(float2 *, float2 *, int, int)",3.227018,0.5378363,6,13.6
TurboFNO_2D_A,32,128,256,128,64,fft_8_stride,"fft_8_stride_DY(float2 *, float2 *, int, int)",1.6189,0.2698167,6,6.8
TurboFNO_2D_A,32,128,256,128,128,ifft_7_stride,"ifft_7_stride(float2 *, float2 *, int, int, int, int)",8.514341,1.4190568000000001,6,29.8
TurboFNO_2D_A,32,128,256,128,128,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",7.102543,1.1837571999999998,6,24.8
TurboFNO_2D_A,32,128,256,128,128,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",6.760497,1.1267495,6,23.6
TurboFNO_2D_A,32,128,256,128,128,ifft_8_stride,"ifft_8_stride_DY(float2 *, float2 *, int, int)",3.224424,0.537404,6,11.3
TurboFNO_2D_A,32,128,256,128,128,fft_8_stride,"fft_8_stride_DY(float2 *, float2 *, int, int)",2.996524,0.4994207,6,10.5
TurboFNO_2D_A,32,128,256,128,256,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",14.485502,2.4142503,6,31.1
TurboFNO_2D_A,32,128,256,128,256,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",14.242174,2.3736957000000003,6,30.6
TurboFNO_2D_A,32,128,256,128,256,ifft_7_stride,"ifft_7_stride(float2 *, float2 *, int, int, int, int)",8.817893,1.4696488,6,18.9
TurboFNO_2D_A,32,128,256,128,256,fft_8_stride,"fft_8_stride_DY(float2 *, float2 *, int, int)",5.859608,0.9766013,6,12.6
TurboFNO_2D_A,32,128,256,128,256,ifft_8_stride,"ifft_8_stride_DY(float2 *, float2 *, int, int)",3.213228,0.535538,6,6.9
TurboFNO_2D_A,32,128,256,128,512,fft_7_stride,"fft_7_stride(float2 *, float2 *, int, int, int, int)",31.220479,5.2034132,6,39.0
TurboFNO_2D_A,32,128,256,128,512,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",25.592423,4.2654038,6,32.0
TurboFNO_2D_A,32,128,256,128,512,fft_8_stride,"fft_8_stride_DY(float2 *, float2 *, int, int)",11.460877,1.9101462,6,14.3
TurboFNO_2D_A,32,128,256,128,512,ifft_7_stride,"ifft_7_stride(float2 *, float2 *, int, int, int, int)",8.523204,1.420534,6,10.7
TurboFNO_2D_A,32,128,256,128,512,ifft_8_stride,"ifft_8_stride_DY(float2 *, float2 *, int, int)",3.2178,0.5363,6,4.0
TurboFNO_2D_A,32,256,128,64,16,ifft_8_stride,"ifft_8_stride(float2 *, float2 *, int, int, int, int)",6.19407,1.032345,6,65.0
TurboFNO_2D_A,32,256,128,64,16,fft_8_stride,"fft_8_stride(float2 *, float2 *, int, int, int, int)",1.333012,0.22216870000000002,6,14.0
TurboFNO_2D_A,32,256,128,64,16,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",0.950779,0.1584632,6,10.0
TurboFNO_2D_A,32,256,128,64,16,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",0.807929,0.1346548,6,8.5
TurboFNO_2D_A,32,256,128,64,16,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",0.245343,0.0408905,6,2.6
TurboFNO_2D_A,32,256,128,64,32,ifft_8_stride,"ifft_8_stride(float2 *, float2 *, int, int, int, int)",6.193327,1.0322212,6,53.8
TurboFNO_2D_A,32,256,128,64,32,fft_8_stride,"fft_8_stride(float2 *, float2 *, int, int, int, int)",2.613388,0.4355647,6,22.7
TurboFNO_2D_A,32,256,128,64,32,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",1.290231,0.2150385,6,11.2
TurboFNO_2D_A,32,256,128,64,32,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",0.951193,0.1585322,6,8.3
TurboFNO_2D_A,32,256,128,64,32,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",0.460254,0.076709,6,4.0
TurboFNO_2D_A,32,256,128,64,64,ifft_8_stride,"ifft_8_stride(float2 *, float2 *, int, int, int, int)",6.194032,1.0323387,6,39.9
TurboFNO_2D_A,32,256,128,64,64,fft_8_stride,"fft_8_stride(float2 *, float2 *, int, int, int, int)",5.172347,0.8620578000000001,6,33.3
TurboFNO_2D_A,32,256,128,64,64,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",2.318415,0.3864025,6,14.9
TurboFNO_2D_A,32,256,128,64,64,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",0.945594,0.157599,6,6.1
TurboFNO_2D_A,32,256,128,64,64,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",0.886554,0.147759,6,5.7
TurboFNO_2D_A,32,256,128,64,128,fft_8_stride,"fft_8_stride(float2 *, float2 *, int, int, int, int)",10.289367,1.7148945,6,43.6
TurboFNO_2D_A,32,256,128,64,128,ifft_8_stride,"ifft_8_stride(float2 *, float2 *, int, int, int, int)",6.193043,1.0321738,6,26.2
TurboFNO_2D_A,32,256,128,64,128,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",4.403232,0.733872,6,18.7
TurboFNO_2D_A,32,256,128,64,128,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",1.766548,0.29442470000000004,6,7.5
TurboFNO_2D_A,32,256,128,64,128,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",0.94892,0.1581533,6,4.0
TurboFNO_2D_A,32,256,128,64,256,fft_8_stride,"fft_8_stride(float2 *, float2 *, int, int, int, int)",20.238416,3.3730692999999996,6,52.2
TurboFNO_2D_A,32,256,128,64,256,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",8.180837,1.3634728,6,21.1
TurboFNO_2D_A,32,256,128,64,256,ifft_8_stride,"ifft_8_stride(float2 *, float2 *, int, int, int, int)",5.943351,0.9905585,6,15.3
TurboFNO_2D_A,32,256,128,64,256,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",3.473926,0.5789877,6,9.0
TurboFNO_2D_A,32,256,128,64,256,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",0.93359,0.1555983,6,2.4
TurboFNO_2D_A,32,256,128,64,512,fft_8_stride,"fft_8_stride(float2 *, float2 *, int, int, int, int)",32.495037,5.4158395,6,55.5
TurboFNO_2D_A,32,256,128,64,512,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",13.2049,2.2008167000000003,6,22.6
TurboFNO_2D_A,32,256,128,64,512,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",7.042256,1.1737093,6,12.0
TurboFNO_2D_A,32,256,128,64,512,ifft_8_stride,"ifft_8_stride(float2 *, float2 *, int, int, int, int)",4.871232,0.811872,6,8.3
TurboFNO_2D_A,32,256,128,64,512,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",0.916283,0.15271379999999998,6,1.6
TurboFNO_2D_A,32,256,128,128,16,ifft_8_stride,"ifft_8_stride(float2 *, float2 *, int, int, int, int)",12.075467,2.0125778,6,70.7
TurboFNO_2D_A,32,256,128,128,16,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",1.901812,0.3169687,6,11.1
TurboFNO_2D_A,32,256,128,128,16,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",1.525365,0.2542275,6,8.9
TurboFNO_2D_A,32,256,128,128,16,fft_8_stride,"fft_8_stride(float2 *, float2 *, int, int, int, int)",1.334807,0.2224678,6,7.8
TurboFNO_2D_A,32,256,128,128,16,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",0.246366,0.041061,6,1.4
TurboFNO_2D_A,32,256,128,128,32,ifft_8_stride,"ifft_8_stride(float2 *, float2 *, int, int, int, int)",12.328554,2.054759,6,62.2
TurboFNO_2D_A,32,256,128,128,32,fft_8_stride,"fft_8_stride(float2 *, float2 *, int, int, int, int)",2.610382,0.4350637,6,13.2
TurboFNO_2D_A,32,256,128,128,32,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",2.514928,0.4191547,6,12.7
TurboFNO_2D_A,32,256,128,128,32,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",1.903281,0.3172135,6,9.6
TurboFNO_2D_A,32,256,128,128,32,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",0.459294,0.076549,6,2.3
TurboFNO_2D_A,32,256,128,128,64,ifft_8_stride,"ifft_8_stride(float2 *, float2 *, int, int, int, int)",9.67382,1.6123033,6,48.0
TurboFNO_2D_A,32,256,128,128,64,fft_8_stride,"fft_8_stride(float2 *, float2 *, int, int, int, int)",4.04237,0.6737283000000001,6,20.0
TurboFNO_2D_A,32,256,128,128,64,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",3.649543,0.6082571999999999,6,18.1
TurboFNO_2D_A,32,256,128,128,64,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",1.912018,0.3186697,6,9.5
TurboFNO_2D_A,32,256,128,128,64,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",0.891994,0.1486657,6,4.4
TurboFNO_2D_A,32,256,128,128,128,ifft_8_stride,"ifft_8_stride(float2 *, float2 *, int, int, int, int)",12.330665,2.0551108,6,35.3
TurboFNO_2D_A,32,256,128,128,128,fft_8_stride,"fft_8_stride(float2 *, float2 *, int, int, int, int)",10.283638,1.7139396999999998,6,29.5
TurboFNO_2D_A,32,256,128,128,128,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",8.638403,1.4397338,6,24.7
TurboFNO_2D_A,32,256,128,128,128,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",1.899762,0.316627,6,5.4
TurboFNO_2D_A,32,256,128,128,128,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",1.765716,0.294286,6,5.1
TurboFNO_2D_A,32,256,128,128,256,fft_8_stride,"fft_8_stride(float2 *, float2 *, int, int, int, int)",18.934201,3.1557002,6,37.5
TurboFNO_2D_A,32,256,128,128,256,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",15.047668,2.5079447000000004,6,29.8
TurboFNO_2D_A,32,256,128,128,256,ifft_8_stride,"ifft_8_stride(float2 *, float2 *, int, int, int, int)",11.158478,1.8597463,6,22.1
TurboFNO_2D_A,32,256,128,128,256,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",3.46839,0.578065,6,6.9
TurboFNO_2D_A,32,256,128,128,256,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",1.879059,0.3131765,6,3.7
TurboFNO_2D_A,32,256,128,128,512,fft_8_stride,"fft_8_stride(float2 *, float2 *, int, int, int, int)",32.497435,5.416239200000001,6,42.4
TurboFNO_2D_A,32,256,128,128,512,cgemm,"cgemm(int, int, int, float2 *, float2 *, float2 *, float2, float2)",25.601546,4.2669242999999994,6,33.4
TurboFNO_2D_A,32,256,128,128,512,ifft_8_stride,"ifft_8_stride(float2 *, float2 *, int, int, int, int)",9.698747,1.6164578,6,12.6
TurboFNO_2D_A,32,256,128,128,512,fft_7_stride,"fft_7_stride_DY(float2 *, float2 *, int, int)",7.046893,1.1744822,6,9.2
TurboFNO_2D_A,32,256,128,128,512,ifft_7_stride,"ifft_7_stride_DY(float2 *, float2 *, int, int)",1.868916,0.311486,6,2.4
TurboFNO_2D_A,32,256,256,64,16,ifft_8_stride,"ifft_8_stride(float2 *, float2 *, int, int, int, int)",12.271658,2.0452763,6,69.1
